Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Product,Customer
Test Jira issue summary 3846,PROJ-7716,7716,Task,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_251,2575,Reporter_149,3222,Creator_174,4827,2024-06-03,2024-02-27,2024-12-07,2023-08-21,FNC,Charlie04
Test Jira issue summary 4211,PROJ-7717,7717,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_132,2376,Reporter_166,3836,Creator_155,4600,2024-10-12,2023-03-15,2024-11-26,2024-11-21,FNC,Charlie01
Test Jira issue summary 65,PROJ-7718,7718,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_237,2682,Reporter_297,3187,Creator_246,4772,2025-01-27,2025-06-13,2024-06-13,2024-06-26,FNB,Alpha01
Test Jira issue summary 9492,PROJ-7719,7719,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_12,2017,Reporter_177,3762,Creator_62,4901,2023-06-15,2025-01-21,2023-04-05,2024-12-08,FNC,Mike04
Test Jira issue summary 6383,PROJ-7720,7720,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_143,2258,Reporter_93,3899,Creator_196,4373,2024-11-07,2023-06-02,2025-02-23,2024-08-20,FNC,Kilo03
Test Jira issue summary 9608,PROJ-7721,7721,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_118,2826,Reporter_117,3642,Creator_72,4999,2025-03-31,2024-01-30,2024-02-21,2024-12-23,FNC,Xray01
Test Jira issue summary 969,PROJ-7722,7722,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_61,2371,Reporter_96,3477,Creator_90,4355,2023-03-13,2023-01-13,2023-08-24,2023-04-23,FNC,Uniform03
Test Jira issue summary 369,PROJ-7723,7723,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_181,2701,Reporter_59,3022,Creator_97,4736,2023-09-17,2023-06-18,2024-04-16,2023-04-21,FNA,Delta03
Test Jira issue summary 8425,PROJ-7724,7724,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_265,2806,Reporter_141,3036,Creator_128,4782,2025-03-04,2025-05-02,2025-06-18,2024-03-07,FNB,Yankee04
Test Jira issue summary 2243,PROJ-7725,7725,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_29,2986,Reporter_51,3017,Creator_180,4550,2023-01-25,2023-05-20,2025-06-21,2024-04-06,FNC,Uniform02
Test Jira issue summary 5003,PROJ-7726,7726,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_263,2831,Reporter_255,3866,Creator_153,4463,2025-04-22,2024-04-17,2024-01-22,2023-08-07,FNB,Papa03
Test Jira issue summary 3084,PROJ-7727,7727,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_200,2968,Reporter_91,3772,Creator_39,4997,2024-08-21,2023-01-19,2024-01-19,2024-06-16,FNB,Foxtrot02
Test Jira issue summary 8074,PROJ-7728,7728,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_105,2764,Reporter_177,3552,Creator_195,4166,2024-04-28,2024-05-27,2024-02-22,2024-01-21,FNA,Foxtrot02
Test Jira issue summary 9113,PROJ-7729,7729,Task,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_79,2592,Reporter_103,3859,Creator_147,4343,2025-03-07,2023-07-27,2024-09-09,2024-11-19,FNC,Xray02
Test Jira issue summary 8881,PROJ-7730,7730,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_144,2059,Reporter_142,3933,Creator_71,4148,2024-04-26,2024-10-29,2025-04-16,2023-06-21,FNC,Romeo03
Test Jira issue summary 1470,PROJ-7731,7731,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_199,2104,Reporter_30,3942,Creator_77,4741,2023-10-23,2023-04-06,2025-02-15,2025-05-04,FNA,Papa01
Test Jira issue summary 4726,PROJ-7732,7732,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_106,2425,Reporter_142,3890,Creator_280,4780,2025-01-07,2025-01-27,2024-04-21,2023-10-01,FNA,Papa02
Test Jira issue summary 4260,PROJ-7733,7733,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_89,2876,Reporter_203,3337,Creator_264,4284,2024-08-12,2024-02-23,2023-11-08,2024-05-04,FNA,Bravo02
Test Jira issue summary 3623,PROJ-7734,7734,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_266,2260,Reporter_223,3071,Creator_130,4353,2023-08-02,2023-08-31,2025-01-16,2023-04-30,FNB,Delta01
Test Jira issue summary 824,PROJ-7735,7735,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_251,2766,Reporter_3,3651,Creator_154,4260,2024-06-02,2024-09-22,2024-04-03,2023-06-15,FNC,November04
Test Jira issue summary 3432,PROJ-7736,7736,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_152,2045,Reporter_39,3925,Creator_17,4706,2023-03-23,2023-05-22,2024-07-13,2023-07-18,FNC,Tango02
Test Jira issue summary 6529,PROJ-7737,7737,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_196,2643,Reporter_275,3725,Creator_38,4788,2023-07-23,2023-05-28,2023-12-09,2023-07-18,FNC,Quebec02
Test Jira issue summary 4152,PROJ-7738,7738,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_126,2525,Reporter_98,3517,Creator_57,4648,2023-06-30,2025-07-28,2024-02-17,2025-03-22,FNA,Tango04
Test Jira issue summary 4214,PROJ-7739,7739,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_43,2476,Reporter_128,3444,Creator_161,4706,2023-07-29,2025-03-23,2024-03-30,2023-10-02,FNB,Juliet03
Test Jira issue summary 7421,PROJ-7740,7740,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_173,2266,Reporter_167,3477,Creator_72,4171,2024-03-28,2023-02-08,2025-07-23,2024-10-29,FNB,India01
Test Jira issue summary 8990,PROJ-7741,7741,Epic,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_54,2955,Reporter_266,3455,Creator_279,4189,2025-05-28,2024-07-10,2024-10-14,2024-04-22,FNA,Alpha01
Test Jira issue summary 780,PROJ-7742,7742,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_253,2533,Reporter_151,3118,Creator_12,4733,2025-07-06,2023-07-21,2024-08-06,2023-07-07,FNC,Xray02
Test Jira issue summary 2893,PROJ-7743,7743,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_299,2105,Reporter_248,3447,Creator_251,4834,2024-09-22,2024-02-12,2024-05-19,2024-01-24,FNC,Sierra03
Test Jira issue summary 5535,PROJ-7744,7744,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_196,2516,Reporter_59,3366,Creator_8,4112,2024-03-21,2023-04-29,2023-04-30,2025-01-31,FNB,Delta02
Test Jira issue summary 3307,PROJ-7745,7745,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_293,2692,Reporter_218,3367,Creator_294,4494,2024-07-13,2023-08-14,2025-07-24,2024-03-02,FNB,Juliet01
Test Jira issue summary 2903,PROJ-7746,7746,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_217,2395,Reporter_83,3476,Creator_33,4701,2024-12-04,2023-05-07,2025-01-02,2023-06-10,FNC,Juliet01
Test Jira issue summary 3719,PROJ-7747,7747,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_169,2148,Reporter_102,3990,Creator_75,4445,2023-04-20,2025-01-03,2025-05-22,2024-01-20,FNA,Yankee03
Test Jira issue summary 22,PROJ-7748,7748,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_222,2846,Reporter_148,3580,Creator_243,4699,2025-04-24,2024-05-28,2023-07-10,2023-05-24,FNA,Delta02
Test Jira issue summary 1501,PROJ-7749,7749,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_128,2279,Reporter_244,3906,Creator_299,4432,2023-03-29,2024-08-13,2025-07-25,2024-03-25,FNB,Foxtrot02
Test Jira issue summary 9035,PROJ-7750,7750,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_16,2524,Reporter_300,3957,Creator_281,4166,2025-02-13,2024-12-05,2024-03-26,2023-09-07,FNA,Hotel03
Test Jira issue summary 9953,PROJ-7751,7751,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_37,2863,Reporter_274,3888,Creator_15,4680,2023-08-02,2024-06-17,2024-03-23,2025-01-30,FNA,Uniform02
Test Jira issue summary 3642,PROJ-7752,7752,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_296,2025,Reporter_48,3912,Creator_10,4305,2024-08-23,2025-07-10,2023-03-05,2024-03-07,FNC,Sierra02
Test Jira issue summary 5213,PROJ-7753,7753,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_225,2551,Reporter_250,3076,Creator_272,4993,2024-12-29,2023-11-25,2025-03-30,2023-02-27,FNC,Foxtrot04
Test Jira issue summary 192,PROJ-7754,7754,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_114,2281,Reporter_217,3275,Creator_98,4528,2025-03-04,2023-08-31,2025-04-27,2024-10-10,FNA,Foxtrot04
Test Jira issue summary 8588,PROJ-7755,7755,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_22,2483,Reporter_235,3862,Creator_213,4564,2023-01-02,2023-02-09,2024-10-24,2023-10-16,FNB,Hotel04
Test Jira issue summary 7175,PROJ-7756,7756,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_299,2940,Reporter_1,3921,Creator_46,4377,2024-02-18,2024-07-06,2024-02-18,2023-07-18,FNC,November02
Test Jira issue summary 5115,PROJ-7757,7757,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_62,2797,Reporter_97,3091,Creator_124,4182,2025-07-14,2023-12-04,2023-07-06,2024-01-03,FNC,India02
Test Jira issue summary 4663,PROJ-7758,7758,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_182,2063,Reporter_263,3954,Creator_232,4205,2023-04-24,2024-08-08,2025-05-12,2024-12-18,FNC,Sierra02
Test Jira issue summary 4327,PROJ-7759,7759,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_285,2110,Reporter_90,3664,Creator_129,4752,2024-09-27,2024-05-18,2023-05-08,2025-06-26,FNB,Lima02
Test Jira issue summary 9066,PROJ-7760,7760,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_16,2840,Reporter_199,3367,Creator_281,4842,2024-10-27,2023-02-13,2025-01-18,2024-07-13,FNC,Tango02
Test Jira issue summary 4336,PROJ-7761,7761,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_277,2087,Reporter_100,3529,Creator_46,4439,2023-11-04,2024-11-07,2023-04-15,2024-09-15,FNC,Victor03
Test Jira issue summary 8282,PROJ-7762,7762,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_137,2635,Reporter_152,3492,Creator_264,4768,2024-07-12,2023-07-17,2024-08-25,2024-02-27,FNA,Hotel04
Test Jira issue summary 8649,PROJ-7763,7763,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_283,2421,Reporter_69,3479,Creator_41,4192,2023-07-17,2024-07-24,2024-09-16,2024-11-13,FNB,Oscar04
Test Jira issue summary 9197,PROJ-7764,7764,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_127,2657,Reporter_214,3924,Creator_143,4959,2023-01-03,2023-07-14,2023-02-09,2024-07-28,FNA,Lima03
Test Jira issue summary 5495,PROJ-7765,7765,Task,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_86,2904,Reporter_108,3322,Creator_44,4947,2023-05-18,2024-07-01,2023-08-16,2024-12-08,FNA,Sierra04
Test Jira issue summary 8537,PROJ-7766,7766,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Duplicate,Assignee_207,2725,Reporter_164,3546,Creator_255,4654,2024-05-03,2025-02-15,2023-09-25,2025-03-19,FNA,Kilo01
Test Jira issue summary 2712,PROJ-7767,7767,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_151,2439,Reporter_248,3101,Creator_129,4257,2023-07-30,2023-05-14,2023-11-30,2025-06-10,FNA,Victor04
Test Jira issue summary 7596,PROJ-7768,7768,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_51,2127,Reporter_198,3270,Creator_111,4011,2025-05-22,2025-03-11,2025-03-02,2025-07-07,FNA,India02
Test Jira issue summary 6274,PROJ-7769,7769,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_231,2293,Reporter_279,3306,Creator_225,4940,2024-10-02,2023-06-17,2023-03-05,2023-09-15,FNA,Lima03
Test Jira issue summary 6285,PROJ-7770,7770,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_80,2148,Reporter_12,3386,Creator_193,4184,2024-03-18,2025-07-17,2023-09-20,2024-11-30,FNC,Echo04
Test Jira issue summary 9309,PROJ-7771,7771,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_131,2326,Reporter_156,3276,Creator_117,4809,2024-10-19,2023-07-23,2025-07-10,2025-03-22,FNB,Xray01
Test Jira issue summary 8818,PROJ-7772,7772,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_136,2139,Reporter_186,3956,Creator_255,4769,2023-02-19,2024-12-27,2025-04-13,2024-03-21,FNA,Delta04
Test Jira issue summary 3995,PROJ-7773,7773,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_170,2803,Reporter_236,3258,Creator_249,4214,2023-09-07,2024-05-28,2023-08-14,2025-04-20,FNB,Mike02
Test Jira issue summary 1679,PROJ-7774,7774,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_163,2121,Reporter_224,3948,Creator_138,4701,2023-11-03,2025-02-08,2024-12-12,2023-10-01,FNB,Charlie01
Test Jira issue summary 8415,PROJ-7775,7775,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_199,2522,Reporter_34,3546,Creator_298,4673,2025-02-05,2024-12-08,2023-03-27,2024-08-17,FNC,Mike02
Test Jira issue summary 744,PROJ-7776,7776,Bug,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_227,2383,Reporter_101,3945,Creator_45,4784,2023-02-02,2023-11-26,2024-04-11,2024-10-15,FNB,Mike04
Test Jira issue summary 463,PROJ-7777,7777,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_48,2962,Reporter_254,3519,Creator_101,4808,2024-01-21,2023-05-15,2024-03-10,2025-03-05,FNB,Alpha03
